Date,Campaign,Campaign Type,Impressions,Clicks,Conversions,Revenue,Cost,Region,AdCreative
05/01/23,YouTube,Prospecting,19430,124,22,"$8,404.73","$4,323.66",Wales,CreativeC
05/01/23,YouTube,Retargeting,48785,2788,31,"$2,554.51",$432.70,East of England,CreativeB
05/01/23,YouTube,Retargeting,22858,1601,210,"$1,462.75","$2,919.44",Northern Ireland,CreativeC
05/01/23,Instagram,Prospecting,102142,992,32,"$6,050.11","$3,483.63",Yorkshire and the Humber,CreativeA
05/01/23,SnapChat,Retargeting,4765,46,44,"$6,797.83","$1,359.30",South East,CreativeB
05/01/23,SnapChat,Retargeting,38358,2008,25,"$3,404.30","$2,594.92",East Midlands,CreativeC
05/01/23,Instagram,Prospecting,83656,1697,195,"$3,784.08","$1,563.86",East of England,CreativeC
05/01/23,TikTok,Prospecting,26253,1838,111,"$5,230.91","$2,348.77",North West,CreativeC
05/01/23,TikTok,Retargeting,58010,812,293,"$12,033.78",$945.22,London,CreativeA
05/01/23,YouTube,Retargeting,97139,617,20,"$6,853.47","$3,508.88",Scotland,CreativeA
05/01/23,Facebook,Prospecting,69937,1487,44,"$4,332.94","$2,965.38",East Midlands,CreativeC
05/01/23,TikTok,Retargeting,35828,931,44,"$8,868.46","$3,615.81",London,CreativeB
05/01/23,Facebook,Prospecting,77011,1647,194,"$4,588.19","$3,670.54",West Midlands,CreativeA
05/01/23,SnapChat,Prospecting,82789,1380,104,"$2,781.08","$2,283.34",Wales,CreativeA
05/01/23,Facebook,Retargeting,64854,1244,202,"$1,965.13","$1,029.45",North East,CreativeC
05/01/23,SnapChat,Retargeting,44911,1800,192,"$9,562.98",$777.04,West Midlands,CreativeB
05/01/23,Instagram,Retargeting,110617,613,25,"$10,627.43","$3,712.26",North West,CreativeA
05/01/23,Instagram,Retargeting,55595,975,213,"$12,130.10","$3,789.25",Wales,CreativeA
05/01/23,YouTube,Retargeting,64206,2191,37,"$1,309.37",$876.98,Yorkshire and the Humber,CreativeC
05/01/23,TikTok,Prospecting,23137,2507,209,"$6,845.48",$506.37,Yorkshire and the Humber,CreativeA
05/01/23,YouTube,Retargeting,83183,2978,163,"$1,230.25","$4,860.53",Yorkshire and the Humber,CreativeA
05/01/23,SnapChat,Prospecting,18652,1270,205,"$2,974.07","$3,009.97",Wales,CreativeC
05/01/23,YouTube,Retargeting,84972,314,22,"$7,168.32","$2,254.29",Northern Ireland,CreativeB
05/01/23,Facebook,Prospecting,51805,480,137,"$13,596.50","$2,753.38",Yorkshire and the Humber,CreativeB
05/01/23,SnapChat,Retargeting,89764,273,52,"$3,423.31","$2,971.78",South East,CreativeA
05/01/23,Instagram,Retargeting,106494,501,259,"$15,835.81","$2,987.14",East Midlands,CreativeA
06/01/23,Facebook,Prospecting,58206,1919,35,"$8,968.56",$191.48,East Midlands,CreativeC
06/01/23,TikTok,Prospecting,13932,46,261,"$5,697.93","$3,230.85",North West,CreativeA
06/01/23,Instagram,Retargeting,69552,1276,109,"$9,168.11","$1,385.38",West Midlands,CreativeC
06/01/23,SnapChat,Prospecting,57434,489,150,"$11,113.59","$1,828.67",North East,CreativeA
06/01/23,SnapChat,Retargeting,70503,2860,162,"$1,639.38","$3,496.09",Northern Ireland,CreativeB
06/01/23,SnapChat,Prospecting,50663,1809,235,"$10,491.97","$3,889.61",West Midlands,CreativeA
06/01/23,Instagram,Retargeting,43273,1413,67,"$12,418.61","$1,070.21",Scotland,CreativeC
06/01/23,TikTok,Prospecting,76091,39,117,"$8,308.39","$3,733.13",South East,CreativeB
06/01/23,YouTube,Prospecting,16789,933,128,"$4,425.56","$4,141.59",East Midlands,CreativeB
06/01/23,TikTok,Prospecting,89888,1141,218,"$6,369.14","$2,433.13",East Midlands,CreativeB
06/01/23,Facebook,Retargeting,24086,708,75,"$7,275.43","$2,453.14",Scotland,CreativeB
06/01/23,SnapChat,Retargeting,30016,1436,19,"$3,003.34","$2,053.09",Northern Ireland,CreativeA
06/01/23,TikTok,Prospecting,14413,1667,23,"$5,033.82","$3,661.48",East Midlands,CreativeA
06/01/23,YouTube,Prospecting,9574,1153,114,"$8,259.29","$1,665.82",North West,CreativeA
06/01/23,Facebook,Prospecting,31678,1513,17,"$2,513.29","$3,800.85",West Midlands,CreativeA
06/01/23,Instagram,Prospecting,22160,1747,31,"$11,042.65","$2,799.07",East of England,CreativeB
06/01/23,Instagram,Prospecting,53372,630,277,"$14,065.89","$1,190.44",Northern Ireland,CreativeA
06/01/23,YouTube,Prospecting,88450,3665,146,"$7,477.87","$1,231.41",East Midlands,CreativeC
06/01/23,Facebook,Retargeting,44283,65,21,"$9,020.88","$5,760.56",South East,CreativeC
06/01/23,SnapChat,Retargeting,86787,1348,223,"$10,105.45","$2,691.29",North East,CreativeC
06/01/23,TikTok,Retargeting,59369,2813,17,"$5,446.34","$2,827.74",North East,CreativeA
06/01/23,Facebook,Retargeting,69134,116,231,"$14,273.98","$3,066.07",East Midlands,CreativeA
06/01/23,Instagram,Retargeting,27456,1978,67,"$10,455.99","$3,359.50",West Midlands,CreativeC
06/01/23,YouTube,Retargeting,28251,3446,194,"$11,466.74",$410.87,West Midlands,CreativeB
06/01/23,YouTube,Prospecting,53546,110,52,"$8,180.03","$1,248.33",Scotland,CreativeC
06/01/23,TikTok,Prospecting,40514,1020,102,"$4,315.88","$5,601.96",South West,CreativeC
06/01/23,YouTube,Prospecting,27889,357,185,"$1,391.55","$1,259.83",West Midlands,CreativeC
06/01/23,YouTube,Prospecting,26979,2910,149,"$2,026.26","$3,901.55",North East,CreativeB
06/01/23,Facebook,Prospecting,50013,616,94,"$2,105.92","$3,379.52",Wales,CreativeC
06/01/23,SnapChat,Retargeting,54715,1565,157,"$2,525.95",$760.14,London,CreativeB
06/01/23,TikTok,Retargeting,59432,2215,146,"$5,463.14","$2,935.67",Wales,CreativeB
06/01/23,Facebook,Retargeting,46506,1996,100,"$12,991.23","$3,982.97",South West,CreativeB
06/01/23,SnapChat,Retargeting,15796,1201,204,"$4,295.10",$626.81,East Midlands,CreativeC
06/01/23,Facebook,Retargeting,79310,648,195,"$9,823.84","$7,461.06",Northern Ireland,CreativeC
06/01/23,Facebook,Prospecting,54351,1029,92,"$10,724.12","$1,232.69",East of England,CreativeA
06/01/23,YouTube,Retargeting,37088,1944,19,"$8,680.68","$1,929.00",North East,CreativeA
06/01/23,SnapChat,Retargeting,89450,3307,204,"$13,863.47",$965.62,East Midlands,CreativeC
06/01/23,TikTok,Retargeting,13518,2689,266,"$2,972.42","$1,637.98",North West,CreativeA
06/01/23,TikTok,Prospecting,7578,2724,14,"$6,699.46","$4,868.86",Yorkshire and the Humber,CreativeA
06/01/23,SnapChat,Prospecting,99065,1744,40,"$3,680.37","$6,054.14",Wales,CreativeC
06/01/23,YouTube,Prospecting,34637,2634,45,"$9,701.56","$2,088.06",Northern Ireland,CreativeA
06/01/23,Instagram,Prospecting,48252,911,31,"$3,156.88","$2,625.35",Wales,CreativeC
06/01/23,Facebook,Prospecting,25962,397,230,"$5,409.69","$3,061.29",Northern Ireland,CreativeC
06/01/23,YouTube,Prospecting,10275,3790,129,"$10,863.84","$2,559.76",Scotland,CreativeA
06/01/23,SnapChat,Retargeting,34157,313,31,"$5,963.03","$1,500.28",Yorkshire and the Humber,CreativeC
06/01/23,Facebook,Retargeting,78078,1735,98,"$4,847.71","$7,468.74",Wales,CreativeB
06/01/23,TikTok,Retargeting,31267,2249,255,"$5,381.01",$812.64,North East,CreativeB
06/01/23,Instagram,Prospecting,39136,1717,45,"$7,337.77","$5,975.30",London,CreativeA
06/01/23,TikTok,Prospecting,83103,2671,8,"$4,062.17","$4,983.18",London,CreativeB
06/01/23,SnapChat,Prospecting,54078,242,26,"$6,922.16","$2,705.23",Scotland,CreativeC
06/01/23,Facebook,Prospecting,77413,835,52,"$3,422.99","$3,765.48",Yorkshire and the Humber,CreativeB
06/01/23,SnapChat,Retargeting,36519,151,10,"$13,839.91","$1,686.28",East Midlands,CreativeC
06/01/23,Facebook,Prospecting,14858,1614,146,"$8,112.29","$3,671.25",North East,CreativeC
06/01/23,YouTube,Prospecting,6147,1849,111,"$10,549.48",$599.86,Scotland,CreativeC
06/01/23,Instagram,Prospecting,5332,354,67,"$5,557.43",$233.23,North West,CreativeC
06/01/23,YouTube,Prospecting,95521,3531,112,"$10,344.16",$573.16,South East,CreativeC
06/01/23,YouTube,Prospecting,72220,100,116,"$4,428.05",$145.78,South West,CreativeC
06/01/23,SnapChat,Retargeting,16055,233,86,"$3,013.10",$483.33,Yorkshire and the Humber,CreativeB
06/01/23,Instagram,Prospecting,81428,141,279,"$8,978.40",$985.04,Wales,CreativeC
06/01/23,Facebook,Prospecting,12648,1042,39,"$14,073.33","$3,305.90",West Midlands,CreativeC
07/01/23,Facebook,Retargeting,49951,1398,64,"$8,753.82","$1,939.27",North East,CreativeC
07/01/23,YouTube,Retargeting,37877,2802,32,"$6,787.03","$4,125.65",South West,CreativeA
07/01/23,TikTok,Retargeting,43318,197,27,"$11,605.61",$925.30,South West,CreativeB
07/01/23,Instagram,Retargeting,55436,254,64,"$5,579.42","$3,476.05",North East,CreativeA
07/01/23,TikTok,Retargeting,55832,1061,264,"$4,214.75","$4,155.41",North West,CreativeC
07/01/23,YouTube,Prospecting,58121,1371,128,"$4,879.56","$1,994.31",Northern Ireland,CreativeB
07/01/23,Instagram,Retargeting,3338,1311,248,"$11,680.42","$1,152.25",Yorkshire and the Humber,CreativeC
07/01/23,TikTok,Retargeting,78739,2363,51,"$2,905.96","$2,245.06",Northern Ireland,CreativeB
07/01/23,Instagram,Prospecting,116106,900,48,"$2,720.53","$1,687.28",London,CreativeC
07/01/23,Facebook,Retargeting,34534,870,16,"$4,662.86","$3,333.40",West Midlands,CreativeC
07/01/23,TikTok,Retargeting,4871,25,63,"$7,869.07","$3,828.34",Scotland,CreativeB
07/01/23,Instagram,Retargeting,115910,2292,15,"$1,305.57","$3,591.03",East Midlands,CreativeA
07/01/23,Instagram,Prospecting,114782,2478,102,"$13,260.10",$468.21,East Midlands,CreativeA
07/01/23,Instagram,Retargeting,72824,917,234,"$5,862.59","$5,542.50",South East,CreativeA
07/01/23,TikTok,Retargeting,43970,566,17,"$3,053.95","$1,102.59",South East,CreativeB
07/01/23,SnapChat,Retargeting,106886,143,13,"$11,695.15","$3,462.67",Wales,CreativeB
07/01/23,TikTok,Retargeting,73021,352,128,"$12,326.64","$8,766.41",Northern Ireland,CreativeB
07/01/23,YouTube,Prospecting,59190,1800,8,$795.57,$773.13,South West,CreativeC
07/01/23,TikTok,Retargeting,10454,170,15,"$9,073.42","$2,419.02",London,CreativeC
07/01/23,Instagram,Prospecting,46138,1982,190,"$6,242.95","$3,376.49",Yorkshire and the Humber,CreativeA
07/01/23,Facebook,Retargeting,52463,1569,23,"$9,071.29","$7,530.64",West Midlands,CreativeC
07/01/23,TikTok,Retargeting,30814,1521,132,"$7,861.86","$2,441.42",Scotland,CreativeC
07/01/23,TikTok,Retargeting,11791,793,47,"$12,392.97","$1,816.63",London,CreativeA
07/01/23,Instagram,Prospecting,92186,1174,69,"$12,215.91","$1,833.19",Northern Ireland,CreativeB
07/01/23,Facebook,Retargeting,42625,550,224,"$7,333.06","$2,097.24",South West,CreativeC
07/01/23,Facebook,Retargeting,41172,1205,130,"$11,647.18","$2,319.38",North East,CreativeA
07/01/23,YouTube,Prospecting,12070,2042,51,"$5,192.43",$623.63,West Midlands,CreativeC
07/01/23,TikTok,Retargeting,26182,2056,290,$988.20,"$8,059.18",South West,CreativeC
07/01/23,Facebook,Retargeting,45358,631,36,"$3,403.52","$1,248.81",East Midlands,CreativeB
07/01/23,Facebook,Retargeting,47545,1930,61,"$5,499.22","$2,584.39",Wales,CreativeC
07/01/23,SnapChat,Retargeting,45872,1644,60,"$6,526.20","$1,754.69",Scotland,CreativeA
07/01/23,SnapChat,Prospecting,52513,111,120,"$4,090.27","$3,323.06",Scotland,CreativeB
07/01/23,Facebook,Prospecting,38166,786,26,"$10,704.62","$3,338.54",North West,CreativeC
07/01/23,YouTube,Prospecting,62025,3669,209,$696.11,"$3,190.79",East Midlands,CreativeC
07/01/23,Facebook,Retargeting,18194,1602,22,"$11,649.70","$7,362.42",North West,CreativeC
07/01/23,Instagram,Retargeting,40860,1322,69,"$10,858.55","$6,908.76",South West,CreativeC
07/01/23,TikTok,Retargeting,37239,2621,276,"$6,730.93","$7,829.68",Northern Ireland,CreativeC
07/01/23,YouTube,Retargeting,65811,1931,21,"$10,711.24","$2,489.25",Northern Ireland,CreativeA
07/01/23,Instagram,Prospecting,97157,199,251,"$1,251.61","$2,464.32",North West,CreativeA
07/01/23,YouTube,Retargeting,3733,698,47,"$1,203.40","$4,272.58",Scotland,CreativeA
07/01/23,Instagram,Prospecting,84724,154,66,"$4,579.63","$3,230.58",Northern Ireland,CreativeB
07/01/23,TikTok,Retargeting,76749,1216,54,"$5,774.63",$688.18,Wales,CreativeB
07/01/23,TikTok,Retargeting,10914,2348,236,"$9,838.12","$5,207.31",Scotland,CreativeB
07/01/23,SnapChat,Prospecting,14311,342,76,"$13,616.24","$7,015.83",West Midlands,CreativeB
07/01/23,Instagram,Retargeting,44407,1932,196,"$2,417.66","$2,811.68",East Midlands,CreativeA
07/01/23,SnapChat,Prospecting,84150,501,221,"$11,339.21",$456.78,Scotland,CreativeC
07/01/23,Instagram,Prospecting,35584,12,20,"$1,731.93","$1,804.62",West Midlands,CreativeB
07/01/23,SnapChat,Retargeting,27910,3341,19,"$11,316.26","$3,239.34",South West,CreativeC
07/01/23,TikTok,Prospecting,7389,882,18,"$4,785.67","$7,903.86",North East,CreativeC
07/01/23,YouTube,Prospecting,67323,3927,41,"$11,236.11","$1,690.22",East Midlands,CreativeC
07/01/23,SnapChat,Retargeting,28180,3011,50,"$7,619.75","$1,857.87",West Midlands,CreativeB
07/01/23,Instagram,Prospecting,19272,547,218,"$10,409.14","$4,050.80",Scotland,CreativeB
07/01/23,Instagram,Prospecting,55507,143,164,"$12,704.91","$1,788.99",North East,CreativeB
07/01/23,TikTok,Retargeting,84649,501,35,"$10,228.05","$4,061.61",London,CreativeB
07/01/23,Instagram,Prospecting,79492,1952,66,"$5,954.53","$2,933.92",London,CreativeC
07/01/23,Facebook,Retargeting,18534,1514,238,"$5,618.48",$353.18,East Midlands,CreativeA
07/01/23,YouTube,Prospecting,54473,926,212,"$10,575.80","$2,253.45",Scotland,CreativeC
07/01/23,SnapChat,Retargeting,32429,1221,136,"$7,707.76",$469.87,Wales,CreativeA
07/01/23,YouTube,Retargeting,87648,556,24,$618.92,"$2,680.32",London,CreativeA
07/01/23,TikTok,Retargeting,64958,2585,15,"$6,888.52","$2,101.99",East of England,CreativeA
08/01/23,Facebook,Prospecting,52256,808,120,"$7,472.23","$3,444.82",West Midlands,CreativeB
08/01/23,TikTok,Prospecting,79141,274,276,"$3,963.57","$1,905.36",South West,CreativeB
08/01/23,Instagram,Prospecting,37109,1416,20,"$6,086.60","$2,092.53",North West,CreativeC
08/01/23,TikTok,Retargeting,50489,1702,36,"$8,715.00","$2,423.06",East of England,CreativeC
08/01/23,TikTok,Prospecting,57702,2869,290,"$4,498.45","$3,516.52",Northern Ireland,CreativeC
08/01/23,TikTok,Prospecting,1186,2632,17,"$3,613.73","$1,629.48",Yorkshire and the Humber,CreativeC
08/01/23,Facebook,Prospecting,62958,1998,122,"$2,566.71","$3,997.92",North East,CreativeA
08/01/23,Facebook,Retargeting,63087,1618,62,"$14,527.61","$2,014.46",South East,CreativeB
08/01/23,Instagram,Retargeting,8099,383,193,"$14,837.79",$614.42,South East,CreativeC
08/01/23,YouTube,Prospecting,99558,1806,142,"$3,019.65","$1,116.29",Wales,CreativeA
08/01/23,YouTube,Prospecting,10528,2215,187,"$3,088.24",$703.34,London,CreativeB
08/01/23,YouTube,Retargeting,22441,1297,78,"$8,595.54","$3,794.12",East Midlands,CreativeC
08/01/23,Instagram,Prospecting,11431,182,235,"$5,158.79",$422.43,East of England,CreativeC
08/01/23,YouTube,Retargeting,38161,3018,154,"$5,739.63","$1,078.53",Northern Ireland,CreativeB
08/01/23,YouTube,Retargeting,2044,1542,36,"$10,930.86","$8,515.56",North West,CreativeA
08/01/23,TikTok,Retargeting,71371,329,39,"$10,200.36","$6,661.61",Northern Ireland,CreativeC
08/01/23,Facebook,Prospecting,15340,213,51,"$7,426.59","$2,359.33",Scotland,CreativeA
08/01/23,Facebook,Retargeting,39910,1349,107,"$13,482.76",$659.98,East of England,CreativeB
08/01/23,TikTok,Retargeting,47404,1909,78,"$5,518.81","$7,860.14",South West,CreativeB
08/01/23,TikTok,Prospecting,1765,2286,276,"$7,851.21","$5,018.05",Scotland,CreativeB
08/01/23,TikTok,Prospecting,63257,195,60,"$10,532.29","$8,976.03",North West,CreativeA
08/01/23,Facebook,Prospecting,42373,354,10,"$3,222.70","$4,946.37",Scotland,CreativeA
08/01/23,YouTube,Retargeting,17973,2458,29,"$3,646.32",$614.16,Scotland,CreativeB
08/01/23,TikTok,Retargeting,76417,581,89,$929.06,"$2,635.14",North East,CreativeB
08/01/23,Instagram,Prospecting,53272,216,15,"$4,100.53","$2,978.86",South West,CreativeB
08/01/23,TikTok,Retargeting,35490,1115,117,"$4,054.68","$4,730.20",Wales,CreativeB
08/01/23,SnapChat,Prospecting,78185,123,182,"$8,309.70",$844.65,South West,CreativeA
08/01/23,TikTok,Prospecting,28510,2383,50,"$2,337.98","$2,544.82",North West,CreativeC
08/01/23,Facebook,Prospecting,15475,238,60,"$11,852.78","$3,007.76",West Midlands,CreativeA
08/01/23,TikTok,Prospecting,41539,116,168,"$11,097.23","$3,136.76",Northern Ireland,CreativeA
08/01/23,SnapChat,Prospecting,10831,2584,164,"$2,132.81",$567.22,Yorkshire and the Humber,CreativeB
08/01/23,Instagram,Retargeting,41815,186,195,"$1,633.38","$2,058.02",West Midlands,CreativeC
08/01/23,YouTube,Retargeting,71565,1264,105,"$10,496.94","$3,372.53",West Midlands,CreativeA
08/01/23,TikTok,Prospecting,53822,2776,44,"$2,809.07","$2,953.78",North West,CreativeC
08/01/23,SnapChat,Retargeting,18999,501,53,"$6,470.33","$7,796.80",Wales,CreativeA
08/01/23,SnapChat,Retargeting,54574,933,113,"$9,186.86","$7,062.53",South West,CreativeC
08/01/23,Instagram,Prospecting,108367,1347,204,"$12,220.36","$3,066.85",London,CreativeB
08/01/23,Facebook,Retargeting,11283,828,64,"$2,801.73","$1,605.59",Scotland,CreativeC
08/01/23,TikTok,Retargeting,15170,2447,72,"$4,452.94","$4,208.98",East of England,CreativeC
08/01/23,SnapChat,Prospecting,42376,1203,59,"$2,252.43","$7,830.43",East Midlands,CreativeB
08/01/23,Instagram,Retargeting,80946,216,34,"$14,478.61",$556.31,North West,CreativeA
08/01/23,YouTube,Retargeting,43706,2262,174,"$7,018.07","$6,844.87",London,CreativeC
08/01/23,SnapChat,Retargeting,39079,231,128,"$11,777.52","$4,913.52",West Midlands,CreativeC
08/01/23,Instagram,Retargeting,12436,687,227,"$9,032.95","$5,112.47",Northern Ireland,CreativeC
08/01/23,Facebook,Retargeting,42744,1930,38,"$8,867.37","$2,265.43",Scotland,CreativeC
08/01/23,Facebook,Prospecting,40409,442,20,"$3,867.73","$2,610.09",East of England,CreativeC
08/01/23,SnapChat,Prospecting,63512,2251,149,"$6,324.90",$210.05,London,CreativeC
08/01/23,SnapChat,Prospecting,88870,1319,150,"$6,608.54",$715.40,North West,CreativeC
08/01/23,TikTok,Prospecting,63311,590,69,"$11,572.94",$395.75,Northern Ireland,CreativeA
08/01/23,Instagram,Prospecting,2928,119,35,"$4,076.02","$4,163.71",Scotland,CreativeA
08/01/23,SnapChat,Retargeting,75081,1156,37,"$1,337.68","$2,849.43",Wales,CreativeB
08/01/23,TikTok,Retargeting,40692,2516,170,"$8,813.22","$1,531.62",South West,CreativeB
08/01/23,TikTok,Prospecting,1400,2910,29,"$1,886.12","$1,506.60",Yorkshire and the Humber,CreativeC
08/01/23,SnapChat,Prospecting,86513,2032,100,"$3,642.16","$2,557.20",West Midlands,CreativeC
08/01/23,Facebook,Prospecting,55066,6,34,"$5,475.90","$6,458.78",North West,CreativeA
08/01/23,Instagram,Retargeting,3042,2092,133,"$7,140.25","$5,663.29",East of England,CreativeB
08/01/23,Instagram,Retargeting,19117,2281,146,"$4,136.54","$1,059.67",Wales,CreativeC
08/01/23,Facebook,Retargeting,58254,868,34,"$1,648.67","$2,882.84",West Midlands,CreativeB
08/01/23,SnapChat,Retargeting,104687,816,34,"$1,898.86","$4,017.52",London,CreativeA
08/01/23,Instagram,Retargeting,54314,245,214,"$14,634.73","$1,299.54",South East,CreativeA
09/01/23,TikTok,Prospecting,28670,484,179,"$7,405.97","$1,891.73",North East,CreativeB
09/01/23,TikTok,Prospecting,11783,1988,143,"$6,761.46","$1,867.76",Wales,CreativeA
09/01/23,Instagram,Prospecting,71111,1164,98,"$9,066.53",$978.86,North East,CreativeB
09/01/23,TikTok,Retargeting,87872,2817,27,"$5,532.66",$225.49,Wales,CreativeA
09/01/23,TikTok,Retargeting,48685,488,126,"$7,382.60","$3,205.64",South West,CreativeA
09/01/23,SnapChat,Prospecting,91473,1922,192,"$4,681.06","$2,690.37",East Midlands,CreativeA
09/01/23,Facebook,Retargeting,29698,1846,12,"$4,411.64","$1,816.76",North East,CreativeA
09/01/23,Instagram,Prospecting,70837,2245,109,"$14,950.64","$5,510.91",West Midlands,CreativeC
09/01/23,SnapChat,Retargeting,81884,2235,28,"$4,867.43","$2,083.75",South West,CreativeB
09/01/23,Facebook,Prospecting,71617,34,161,"$11,799.40","$2,941.19",Northern Ireland,CreativeC
09/01/23,TikTok,Prospecting,50272,967,62,"$1,036.38","$4,172.00",East of England,CreativeB
09/01/23,TikTok,Retargeting,1942,1538,45,"$4,103.19","$2,914.54",Scotland,CreativeC
09/01/23,SnapChat,Retargeting,66520,1614,116,"$7,452.76","$3,971.13",South East,CreativeB
09/01/23,TikTok,Retargeting,89908,2368,98,"$8,294.80","$2,392.84",Wales,CreativeB
